premise,hypothesis,label
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person used cocaine in the past.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person was a drug user in the past.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person used marijuana in the past.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person used opioids in the past.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person uses cocaine.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person is a drug user.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person uses marijuana.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person uses opioids.,False
Patient is married and is a nonsmoker and lives with his wife,The person has access to transportation.,False
Patient is married and is a nonsmoker and lives with his wife,The person was a smoker in the past.,False
Patient is married and is a nonsmoker and lives with his wife,The person is able to obtain food on a consistent basis.,False
Patient is married and is a nonsmoker and lives with his wife,The person is currently a smoker.,False
Patient is married and is a nonsmoker and lives with his wife,The person currently drinks alcohol.,False
Patient is married and is a nonsmoker and lives with his wife,The person drank alcohol in the past.,False
Patient is married and is a nonsmoker and lives with his wife,The person is employed part time.,False
Patient is married and is a nonsmoker and lives with his wife,The person is employed.,False
Patient is married and is a nonsmoker and lives with his wife,The person lives in a housing facility.,False
Patient is married and is a nonsmoker and lives with his wife,The person lives in their own or their family's home.,False
Patient is married and is a nonsmoker and lives with his wife,The person is a homemaker.,False
Patient is married and is a nonsmoker and lives with his wife,The person wasn't a smoker in the past.,False
Patient is married and is a nonsmoker and lives with his wife,The person is currently not a smoker.,True
Patient is married and is a nonsmoker and lives with his wife,The person currently does not drink alcohol.,False
Patient is married and is a nonsmoker and lives with his wife,The person did not drink alcohol in the past.,False
Patient is married and is a nonsmoker and lives with his wife,The person is not employed.,False
Patient is married and is a nonsmoker and lives with his wife,The person did not use cocaine in the past.,False
Patient is married and is a nonsmoker and lives with his wife,The person wasn't a drug user in the past.,False
Patient is married and is a nonsmoker and lives with his wife,The person did not use marijuana in the past.,False
Patient is married and is a nonsmoker and lives with his wife,The person did not use opioids in the past.,False
Patient is married and is a nonsmoker and lives with his wife,The person does not use cocaine.,False
Patient is married and is a nonsmoker and lives with his wife,The person is not a drug user.,False
Patient is married and is a nonsmoker and lives with his wife,The person does not use marijuana.,False
Patient is married and is a nonsmoker and lives with his wife,The person does not use opioids.,False
Patient is married and is a nonsmoker and lives with his wife,The person lives in their own or their family's home.,False
Patient is married and is a nonsmoker and lives with his wife,The person is retired due to age or preference.,False
Patient is married and is a nonsmoker and lives with his wife,The person is retired due to disability.,False
Patient is married and is a nonsmoker and lives with his wife,The person is retired due to an unknown reason.,False
Patient is married and is a nonsmoker and lives with his wife,The person is a student.,False
Patient is married and is a nonsmoker and lives with his wife,The person used cocaine in the past.,False
Patient is married and is a nonsmoker and lives with his wife,The person was a drug user in the past.,False
Patient is married and is a nonsmoker and lives with his wife,The person used marijuana in the past.,False
Patient is married and is a nonsmoker and lives with his wife,The person used opioids in the past.,False
Patient is married and is a nonsmoker and lives with his wife,The person uses cocaine.,False
Patient is married and is a nonsmoker and lives with his wife,The person is a drug user.,False
Patient is married and is a nonsmoker and lives with his wife,The person uses marijuana.,False
Patient is married and is a nonsmoker and lives with his wife,The person uses opioids.,False
Patient is married and lives with her husband and 2 children,The person has access to transportation.,False
Patient is married and lives with her husband and 2 children,The person was a smoker in the past.,False
Patient is married and lives with her husband and 2 children,The person is able to obtain food on a consistent basis.,False
Patient is married and lives with her husband and 2 children,The person is currently a smoker.,False
Patient is married and lives with her husband and 2 children,The person currently drinks alcohol.,False
